Kustannuspaikan nro;Rakennuksen nimi;Rakennusnro;Rakennuksen osoite;Rakennuksen kayttotarkoitus;Latitude;Longitude;Rakennuksen brutto pinta-ala;Valmistumisvuosi;Peruskorjausvuosi;Laajennusvuosi;Kiinteiston id;Kiinteistotunnus;Kiinteiston osoite;Kiinteiston pinta-ala;Tilatunniste;Kerros numerona;Vuokratilanne;Vuokrattava huoneistoala;Huoneiston version alkupvm;Huoneiston version loppupvm;Huoneiston lisatiedot;Huoneiston sopimusnro;Huoneiston kayttotarkoitus;Huoneiston alv;Huoneiston markkinavuokra
1063;Törnäväntie 30 B;TOR30B;Törnäväntie 30 B;Liikerakennukset;62,75533199337280;22,85048494791110;1631.50;1977;2015;-;138;743-11-44-15;Törnäväntie 30B;24175.00;F1-01;1,0;Yes;344.50;28.4.2020 00:00;;;;Asuntola;Yes;
1063;Törnäväntie 30 B;TOR30B;Törnäväntie 30 B;Liikerakennukset;62,75533199337280;22,85048494791110;1631.50;1977;2015;-;138;743-11-44-15;Törnäväntie 30B;24175.00;F2-01;2,0;Yes;344.50;28.4.2020 00:00;;;;Asuntola;Yes;
1063;Törnäväntie 30 B;TOR30B;Törnäväntie 30 B;Liikerakennukset;62,75533199337280;22,85048494791110;1631.50;1977;2015;-;138;743-11-44-15;Törnäväntie 30B;24175.00;F3-01;3,0;Yes;344.50;28.4.2020 00:00;;;;Asuntola;Yes;
1064;Kanervatie 5 (1);KAN05;Kanervatie 5;Hoitoalan rakennukset;65,01681318099390;25,54829128561450;3087.00;1974;2015;;99;564-69-56-3;Kanervatie 5;6058.00;F1-DB;1,0;Yes;2646.00;29.10.2020 11:01;;;;;Yes;
1066;Mathildakoti;KYL03;Kyllöläntie 3;Hoitoalan rakennukset;62,22534423987310;25,70773822138320;917.00;1992;;-;110;179-9-18-13;Kyllöläntie 3;3097.00;F1-DB;1,0;Yes;847.00;13.10.2020 00:00;;;;;Yes;
1070;Miehentie 10;MIE10;Miehentie 10;Hoitoalan rakennukset;66,50706739052840;25,70026563050390;864.50;2014;;;117;698-3-282-6;Miehentie 10;7925.00;F1-1;1,0;Yes;796.50;3.9.2020 00:00;;;10000154;Päiväkoti;Yes;
1073;;KIV10B;;Hoitoalan rakennukset;61,48259945729850;23,57564024542780;792.00;;;;214;536-10-29-2;;8190.00;F1-DB;1,0;Yes;701.00;12.10.2020 00:00;;;;;Yes;
1073;Kivimiehenkatu 10, Nokia;KIV10;Kivimiehenkatu 10;Hoitoalan rakennukset;61,48293885828420;23,57591305196570;822.00;2016;;;214;536-10-29-2;;8190.00;F1-1;1,0;Yes;768.00;16.4.2020 00:00;;;10000178;Päiväkoti;Yes;
1074;Kiinteistö Oy Espoon Töyhtötiaisenkatu 3;TOY03;Töyhtötiaisentie 3;Asuinrakennukset;60,23484932075040;24,80957815703720;1433.00;2009;;;215;49-50-22-1;;5123.00;F1-DB;1,0;Yes;1040.00;29.10.2020 10:53;;;;;Yes;
1075;Kiinteistö Oy Espoon Nimismiehenmäki 1;NIM01;Nimismiehenmäki 1;Hoitoalan rakennukset;60,21526576755920;24,64803383821770;1779.00;2010;;;216;49-47-11-2;;5300.00;B1-01;0,0;Yes;139.50;11.8.2020 00:00;;;10000158;Asuntola;Yes;
1075;Kiinteistö Oy Espoon Nimismiehenmäki 1;NIM01;Nimismiehenmäki 1;Hoitoalan rakennukset;60,21526576755920;24,64803383821770;1779.00;2010;;;216;49-47-11-2;;5300.00;B1-02;0,0;No;11.50;11.8.2020 00:00;;;;Tekniset tilat;Yes;
1075;Kiinteistö Oy Espoon Nimismiehenmäki 1;NIM01;Nimismiehenmäki 1;Hoitoalan rakennukset;60,21526576755920;24,64803383821770;1779.00;2010;;;216;49-47-11-2;;5300.00;B1-03;0,0;No;67.50;3.9.2020 00:00;;;;Tekniset tilat;No;
1075;Kiinteistö Oy Espoon Nimismiehenmäki 1;NIM01;Nimismiehenmäki 1;Hoitoalan rakennukset;60,21526576755920;24,64803383821770;1779.00;2010;;;216;49-47-11-2;;5300.00;F1-01;1,0;Yes;1438.50;3.9.2020 00:00;;;10000158;Asuntola;Yes;
1076;Cajanuksentie 5A;CAJ05A;Cajanuksentie 5A;Hoitoalan rakennukset;64,90682851268120;25,52115969686150;1501.00;2010;;;91;244-401-31-106 ja 244-401-31-84;Cajanuksentie 5A;;F1-DB;1,0;Yes;1497.00;20.10.2020 00:00;;;;;Yes;
1077;Järvenpää, Valimokuja 3;VAL03;Valimokuja 3;Hoitoalan rakennukset;60,47761644765530;25,08850863441410;652.00;2015;;;217;186-7-715-1;;652.00;F1-DB;1,0;Yes;652.00;29.10.2020 10:59;;;;;Yes;
1078;Läkkisepänkuja 5;LAK05;Läkkisepänkuja 5;Teollisuusrakennukset;60,22009665325390;24,93782435430130;3829.00;1959;1975;;114;91-28-296-6;Läkkisepänkuja 5;3014.00;F1-DB;1,0;Yes;3380.00;13.10.2020 00:00;;;;;Yes;
1079;Läkkisepänkuja 8;LAK08;Läkkisepänkuja 8;Opetusrakennukset;60,22041520574930;24,93751560586460;8249.00;1961;2009;Laajennusosa ja peruskorjaus 2009;115;91-28-295-12;Läkkisepänkuja 8;4848.00;B1-1;0,0;Yes;106.00;11.6.2020 00:00;;;10000171;Oppilaitos;Yes;
1079;Läkkisepänkuja 8;LAK08;Läkkisepänkuja 8;Opetusrakennukset;60,22041520574930;24,93751560586460;8249.00;1961;2009;Laajennusosa ja peruskorjaus 2009;115;91-28-295-12;Läkkisepänkuja 8;4848.00;B1-2;0,0;Yes;44.50;11.6.2020 00:00;;;10000171;Varasto;Yes;
1079;Läkkisepänkuja 8;LAK08;Läkkisepänkuja 8;Opetusrakennukset;60,22041520574930;24,93751560586460;8249.00;1961;2009;Laajennusosa ja peruskorjaus 2009;115;91-28-295-12;Läkkisepänkuja 8;4848.00;B1-3;0,0;Yes;30.00;18.9.2020 00:00;;;;;Yes;
1079;Läkkisepänkuja 8;LAK08;Läkkisepänkuja 8;Opetusrakennukset;60,22041520574930;24,93751560586460;8249.00;1961;2009;Laajennusosa ja peruskorjaus 2009;115;91-28-295-12;Läkkisepänkuja 8;4848.00;F1-1;1,0;Yes;2362.00;11.6.2020 00:00;;;10000171;Oppilaitos;Yes;
1079;Läkkisepänkuja 8;LAK08;Läkkisepänkuja 8;Opetusrakennukset;60,22041520574930;24,93751560586460;8249.00;1961;2009;Laajennusosa ja peruskorjaus 2009;115;91-28-295-12;Läkkisepänkuja 8;4848.00;F1-2;1,0;Yes;86.50;11.6.2020 00:00;;;10000171;Oppilaitos;Yes;
1079;Läkkisepänkuja 8;LAK08;Läkkisepänkuja 8;Opetusrakennukset;60,22041520574930;24,93751560586460;8249.00;1961;2009;Laajennusosa ja peruskorjaus 2009;115;91-28-295-12;Läkkisepänkuja 8;4848.00;F2-1;2,0;Yes;2368.00;11.6.2020 00:00;;;10000171;Oppilaitos;Yes;
1079;Läkkisepänkuja 8;LAK08;Läkkisepänkuja 8;Opetusrakennukset;60,22041520574930;24,93751560586460;8249.00;1961;2009;Laajennusosa ja peruskorjaus 2009;115;91-28-295-12;Läkkisepänkuja 8;4848.00;F3-1;3,0;Yes;1265.00;11.6.2020 00:00;;;10000171;Oppilaitos;Yes;
1079;Läkkisepänkuja 8;LAK08;Läkkisepänkuja 8;Opetusrakennukset;60,22041520574930;24,93751560586460;8249.00;1961;2009;Laajennusosa ja peruskorjaus 2009;115;91-28-295-12;Läkkisepänkuja 8;4848.00;F4-1;4,0;No;335.00;29.7.2020 00:00;;;;Tekniset tilat;Yes;
1079;Läkkisepänkuja 8;LAK08;Läkkisepänkuja 8;Opetusrakennukset;60,22041520574930;24,93751560586460;8249.00;1961;2009;Laajennusosa ja peruskorjaus 2009;115;91-28-295-12;Läkkisepänkuja 8;4848.00;F4-2;4,0;No;12.50;29.7.2020 00:00;;;;Tekniset tilat;Yes;
1079;Läkkisepänkuja 8;LAK08;Läkkisepänkuja 8;Opetusrakennukset;60,22041520574930;24,93751560586460;8249.00;1961;2009;Laajennusosa ja peruskorjaus 2009;115;91-28-295-12;Läkkisepänkuja 8;4848.00;F4-3;4,0;No;36.50;29.7.2020 00:00;;;;Tekniset tilat;Yes;
1080;Ämmöntie 4, Oulu;AMM04;Ämmöntie 4;Liikerakennukset;65,18844776249740;25,32427782704100;1206.00;2015;;;218;564-410-18-207;;4809.00;F1-01;1,0;Yes;1045.00;6.8.2020 00:00;;;10000172;Asuntola;Yes;
1080;Ämmöntie 4, Oulu;AMM04;Ämmöntie 4;Liikerakennukset;65,18844776249740;25,32427782704100;1206.00;2015;;;218;564-410-18-207;;4809.00;F1-02;1,0;No;3.00;6.8.2020 00:00;;;;Tekniset tilat;Yes;
1080;Ämmöntie 4, Oulu;AMM04;Ämmöntie 4;Liikerakennukset;65,18844776249740;25,32427782704100;1206.00;2015;;;218;564-410-18-207;;4809.00;F1-03;1,0;No;4.00;6.8.2020 00:00;;;;Tekniset tilat;Yes;
1080;Ämmöntie 4, Oulu;AMM04;Ämmöntie 4;Liikerakennukset;65,18844776249740;25,32427782704100;1206.00;2015;;;218;564-410-18-207;;4809.00;F1-04;1,0;No;19.00;6.8.2020 00:00;;;;Tekniset tilat;Yes;
1080;Ämmöntie 4, Oulu;AMM04;Ämmöntie 4;Liikerakennukset;65,18844776249740;25,32427782704100;1206.00;2015;;;218;564-410-18-207;;4809.00;F1-05;1,0;No;3.50;6.8.2020 00:00;;;;Tekniset tilat;Yes;
1081;Kaskitie 1, Ylöjärvi;KAS01;Kaskitie 1;Liikerakennukset;61,56399121897690;23,60500566843730;1199.00;2015;;;219;980-408-2-322;;4091.00;F1-01;1,0;Yes;1047.50;28.4.2020 00:00;;;;Asuntola;Yes;
1081;Kaskitie 1, Ylöjärvi;KAS01;Kaskitie 1;Liikerakennukset;61,56399121897690;23,60500566843730;1199.00;2015;;;219;980-408-2-322;;4091.00;F1-02;1,0;No;13.00;27.7.2020 00:00;;;;Tekniset tilat;Yes;
1081;Kaskitie 1, Ylöjärvi;KAS01;Kaskitie 1;Liikerakennukset;61,56399121897690;23,60500566843730;1199.00;2015;;;219;980-408-2-322;;4091.00;F1-03;1,0;No;6.00;27.7.2020 00:00;;;;Tekniset tilat;Yes;
1081;Kaskitie 1, Ylöjärvi;KAS01;Kaskitie 1;Liikerakennukset;61,56399121897690;23,60500566843730;1199.00;2015;;;219;980-408-2-322;;4091.00;F1-04;1,0;No;4.00;27.7.2020 00:00;;;;Tekniset tilat;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-1;-1,0;No;7.00;19.10.2020 00:00;;;;Tekniset tilat;No;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-10;-1,0;Yes;7.50;20.10.2020 00:00;;;;Muu;No;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-11;-1,0;Yes;167.00;20.10.2020 00:00;;;;Julkiset tilat;No;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-12;-1,0;No;10.00;19.10.2020 00:00;;;;Tekniset tilat;No;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-13;-1,0;No;22.00;20.10.2020 00:00;;;;Muu;No;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-14;-1,0;No;14.00;19.10.2020 00:00;;;;Tekniset tilat;No;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-15;-1,0;No;14.50;19.10.2020 00:00;;;;Tekniset tilat;No;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-16;-1,0;Yes;24.00;20.10.2020 00:00;;;;Julkiset tilat;No;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-17;-1,0;Yes;13.00;20.10.2020 00:00;;;;Julkiset tilat;No;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-18;-1,0;Yes;24.00;20.10.2020 00:00;;;;Taloyhtiön tila;No;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-19;-1,0;Yes;59.00;20.10.2020 00:00;;;;Varasto;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-2;-1,0;Yes;32.00;20.10.2020 00:00;;;;Tekniset tilat;No;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-20;-1,0;No;25.50;19.10.2020 00:00;;;;Tekniset tilat;No;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-21;-1,0;Yes;36.50;20.10.2020 00:00;;;;Varasto;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-22;-1,0;Yes;247.50;20.10.2020 00:00;;;;Julkiset tilat;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-23;-1,0;Yes;27.00;20.10.2020 00:00;;;;Toimisto;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-24;-1,0;No;10.50;20.10.2020 00:00;;;;Tekniset tilat;No;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-25;-1,0;Yes;43.50;20.10.2020 00:00;;;;Julkiset tilat;No;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-26;-1,0;Yes;80.50;20.10.2020 00:00;;;;Julkiset tilat;No;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-27;-1,0;Yes;13.50;20.10.2020 00:00;;;;Varasto;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-28;-1,0;No;26.50;19.10.2020 00:00;;;;Tekniset tilat;No;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-29;-1,0;Yes;2.50;20.10.2020 00:00;;;;Varasto;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-3;-1,0;No;29.00;19.10.2020 00:00;;;;Tekniset tilat;No;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-4;-1,0;No;28.50;19.10.2020 00:00;;;;Tekniset tilat;No;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-5;-1,0;No;9.00;19.10.2020 00:00;;;;Tekniset tilat;No;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-6;-1,0;No;10.50;19.10.2020 00:00;;;;Tekniset tilat;No;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-7;-1,0;Yes;51.00;20.10.2020 00:00;;;;Julkiset tilat;No;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-8;-1,0;Yes;6.50;20.10.2020 00:00;;;;Varasto;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;8666.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-9;-1,0;Yes;211.50;20.10.2020 00:00;;;;Liiketila;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;5753.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F1-1;1,0;Yes;485.00;27.7.2020 00:00;;;10000192;Liiketila;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;5753.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F1-2;1,0;Yes;1129.50;27.7.2020 00:00;;;10000192;Liiketila;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;5753.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F1-3;1,0;Yes;27.50;27.7.2020 00:00;;;10000192;Julkiset tilat;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;5753.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F2-1;2,0;Yes;812.50;27.7.2020 00:00;;;10000192;Liiketila;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;5753.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F2-2;2,0;Yes;18.50;27.7.2020 00:00;;;10000192;Julkiset tilat;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;5753.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F2-3;2,0;No;68.50;27.7.2020 00:00;;;;Tekniset tilat;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;5753.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F2-4;2,0;No;152.50;27.7.2020 00:00;;;;Tekniset tilat;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;5753.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F3-1;3,0;Yes;812.50;27.7.2020 00:00;;;10000192;Liiketila;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;5753.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F3-2;3,0;Yes;18.50;27.7.2020 00:00;;;10000192;Julkiset tilat;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;5753.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F4-1;4,0;Yes;812.00;27.7.2020 00:00;;;10000192;Liiketila;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;5753.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F4-2;4,0;Yes;18.50;27.7.2020 00:00;;;10000192;Julkiset tilat;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;5753.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F5-1;5,0;Yes;810.50;27.7.2020 00:00;;;10000192;Liiketila;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;5753.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F5-2;5,0;Yes;18.50;27.7.2020 00:00;;;10000192;Julkiset tilat;Yes;
1083;Humalistonkatu 11;HUM11;Humalistonkatu 9-11;Hoitoalan rakennukset;60,45225223090230;22,25732320802180;5753.50;1983;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F6-1;6,0;No;17.00;27.7.2020 00:00;;;;Tekniset tilat;Yes;
1083;Turun Humalistonkatu 9;HUM11B;;Hoitoalan rakennukset;60,45225066468750;22,25742424142010;6313.00;1968;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-1;-1,0;No;27.50;8.10.2020 00:00;;;;Julkiset tilat;No;
1083;Turun Humalistonkatu 9;HUM11B;;Hoitoalan rakennukset;60,45225066468750;22,25742424142010;6313.00;1968;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-2;-1,0;No;20.00;8.10.2020 00:00;;;;Julkiset tilat;No;
1083;Turun Humalistonkatu 9;HUM11B;;Hoitoalan rakennukset;60,45225066468750;22,25742424142010;6313.00;1968;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-3;-1,0;No;59.00;8.10.2020 00:00;;;;Muu;No;
1083;Turun Humalistonkatu 9;HUM11B;;Hoitoalan rakennukset;60,45225066468750;22,25742424142010;6313.00;1968;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;B1-4;-1,0;No;33.00;8.10.2020 00:00;;;;Muu;No;
1083;Turun Humalistonkatu 9;HUM11B;;Hoitoalan rakennukset;60,45225066468750;22,25742424142010;6313.00;1968;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F1-1;1,0;Yes;80.50;8.10.2020 00:00;;;;Liiketila;Yes;
1083;Turun Humalistonkatu 9;HUM11B;;Hoitoalan rakennukset;60,45225066468750;22,25742424142010;6313.00;1968;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F1-5;1,0;No;14.00;8.10.2020 00:00;;;;Julkiset tilat;No;
1083;Turun Humalistonkatu 9;HUM11B;;Hoitoalan rakennukset;60,45225066468750;22,25742424142010;6313.00;1968;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F2-1;2,0;Yes;652.00;8.10.2020 00:00;;;;Liiketila;Yes;
1083;Turun Humalistonkatu 9;HUM11B;;Hoitoalan rakennukset;60,45225066468750;22,25742424142010;6313.00;1968;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F2-2;2,0;No;8.00;8.10.2020 00:00;;;;Julkiset tilat;No;
1083;Turun Humalistonkatu 9;HUM11B;;Hoitoalan rakennukset;60,45225066468750;22,25742424142010;6313.00;1968;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F2-3;2,0;No;14.50;8.10.2020 00:00;;;;Julkiset tilat;No;
1083;Turun Humalistonkatu 9;HUM11B;;Hoitoalan rakennukset;60,45225066468750;22,25742424142010;6313.00;1968;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F3-1;3,0;Yes;651.50;8.10.2020 00:00;;;;Liiketila;Yes;
1083;Turun Humalistonkatu 9;HUM11B;;Hoitoalan rakennukset;60,45225066468750;22,25742424142010;6313.00;1968;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F3-2;3,0;No;8.00;8.10.2020 00:00;;;;Julkiset tilat;No;
1083;Turun Humalistonkatu 9;HUM11B;;Hoitoalan rakennukset;60,45225066468750;22,25742424142010;6313.00;1968;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F3-3;3,0;No;25.50;8.10.2020 00:00;;;;Julkiset tilat;No;
1083;Turun Humalistonkatu 9;HUM11B;;Hoitoalan rakennukset;60,45225066468750;22,25742424142010;6313.00;1968;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F4-1;4,0;Yes;662.50;8.10.2020 00:00;;;;Liiketila;Yes;
1083;Turun Humalistonkatu 9;HUM11B;;Hoitoalan rakennukset;60,45225066468750;22,25742424142010;6313.00;1968;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F4-2;4,0;No;8.00;8.10.2020 00:00;;;;Julkiset tilat;No;
1083;Turun Humalistonkatu 9;HUM11B;;Hoitoalan rakennukset;60,45225066468750;22,25742424142010;6313.00;1968;2000, 2006-2008;;93;853-7-22-9;Humalistonkatu 9-11;2100.00;F4-3;4,0;No;15.50;8.10.2020 00:00;;;;Julkiset tilat;No;
